,0,1,2,3,4
538,"('10', '10')",0_,-2,"('00', '10')",False
539,"('00', '10')",_0,-2,"('00', '00')",False
540,"('00', '00')",1_,-2,"('10', '00')",False
541,"('10', '00')",_0,-2,"('10', '10')",False
542,"('10', '10')",0_,-5,"('00', '10')",False
543,"('00', '10')",_0,-2,"('00', '00')",False
544,"('00', '00')",1_,5,"('10', '00')",False
545,"('20', '22')",0_,-5,"('00', '20')",False
546,"('00', '20')",1_,5,"('10', '00')",False
547,"('10', '00')",_1,-2,"('11', '10')",False
548,"('11', '10')",0_,-5,"('01', '11')",False
549,"('01', '11')",_0,10,"('00', '01')",False
550,"('00', '01')",2_,-2,"('20', '00')",False
551,"('20', '00')",_1,-2,"('21', '20')",False
552,"('21', '20')",0_,-2,"('01', '21')",False
553,"('01', '21')",_0,10,"('00', '01')",False
554,"('00', '01')",2_,-2,"('20', '00')",False
555,"('20', '00')",0_,-2,"('00', '20')",False
556,"('00', '20')",2_,-2,"('20', '00')",False
557,"('20', '00')",_1,-10,"('21', '20')",False
558,"('21', '20')",1_,-2,"('11', '21')",False
559,"('11', '21')",0_,-5,"('01', '11')",False
560,"('01', '11')",_0,10,"('00', '01')",False
561,"('00', '01')",0_,-2,"('00', '00')",False
562,"('00', '00')",2_,-10,"('20', '00')",False
563,"('20', '00')",_1,-5,"('21', '20')",False
564,"('21', '20')",_2,-2,"('22', '21')",False
565,"('11', '11')",0_,-2,"('01', '11')",False
566,"('01', '11')",_0,10,"('00', '01')",False
567,"('00', '01')",0_,-2,"('00', '00')",False
568,"('00', '00')",0_,-2,"('00', '00')",False
569,"('00', '00')",0_,-2,"('00', '00')",False
570,"('00', '00')",1_,-2,"('10', '00')",False
571,"('10', '00')",_0,-2,"('10', '10')",False
572,"('10', '10')",_2,-2,"('12', '10')",False
573,"('12', '10')",0_,-2,"('02', '12')",False
574,"('02', '12')",_0,10,"('00', '02')",False
575,"('00', '02')",1_,-2,"('10', '00')",False
576,"('10', '00')",_0,-2,"('10', '10')",False
577,"('10', '10')",0_,-2,"('00', '10')",False
578,"('00', '10')",1_,-2,"('10', '00')",False
579,"('10', '00')",_0,-2,"('10', '10')",False
580,"('10', '10')",_0,-2,"('10', '10')",False
581,"('10', '10')",_0,-2,"('10', '10')",False
582,"('10', '10')",_0,-2,"('10', '10')",False
583,"('10', '10')",_0,-2,"('10', '10')",False
584,"('10', '10')",_0,-2,"('10', '10')",False
585,"('22', '02')",_1,-2,"('21', '22')",False
586,"('21', '22')",0_,-2,"('01', '21')",False
587,"('01', '21')",_0,10,"('00', '01')",False
588,"('00', '01')",0_,-2,"('00', '00')",False
589,"('00', '00')",2_,-2,"('20', '00')",False
590,"('20', '00')",_1,-2,"('21', '20')",False
591,"('21', '20')",0_,-2,"('01', '21')",False
592,"('01', '21')",_0,10,"('00', '01')",False
593,"('00', '01')",0_,-2,"('00', '00')",False
594,"('00', '00')",2_,-2,"('20', '00')",False
595,"('20', '00')",_1,-2,"('21', '20')",False
596,"('21', '20')",0_,-2,"('01', '21')",False
597,"('01', '21')",_0,5,"('00', '01')",False
598,"('00', '01')",0_,-2,"('00', '00')",False
599,"('00', '00')",2_,-2,"('20', '00')",False
600,"('20', '00')",_1,-2,"('21', '20')",False
601,"('21', '20')",0_,-2,"('01', '21')",False
602,"('01', '21')",_0,10,"('00', '01')",False
603,"('00', '01')",0_,-2,"('00', '00')",False
604,"('00', '00')",2_,-2,"('20', '00')",False
605,"('10', '10')",_0,-2,"('10', '10')",False
606,"('10', '10')",_0,-2,"('10', '10')",False
607,"('10', '10')",_0,-2,"('10', '10')",False
608,"('10', '10')",_0,-2,"('10', '10')",False
609,"('10', '10')",2_,-2,"('20', '10')",False
610,"('20', '10')",0_,-2,"('00', '20')",False
611,"('00', '20')",_0,-2,"('00', '00')",False
612,"('00', '00')",1_,-2,"('10', '00')",False
613,"('10', '00')",0_,-2,"('00', '10')",False
614,"('00', '10')",1_,-2,"('10', '00')",False
615,"('10', '00')",0_,-2,"('00', '10')",False
616,"('00', '10')",1_,-2,"('10', '00')",False
617,"('10', '00')",_0,-2,"('10', '10')",False
618,"('10', '10')",0_,-2,"('00', '10')",False
619,"('00', '10')",2_,-2,"('20', '00')",False
620,"('20', '00')",0_,-2,"('00', '20')",False
621,"('00', '20')",_0,-2,"('00', '00')",False
622,"('00', '00')",2_,-2,"('20', '00')",False
623,"('20', '00')",0_,-2,"('00', '20')",False
624,"('00', '20')",1_,-2,"('10', '00')",False
625,"('00', '20')",1_,-2,"('10', '00')",False
626,"('10', '00')",_0,-2,"('10', '10')",False
627,"('10', '10')",0_,-2,"('00', '10')",False
628,"('00', '10')",2_,-2,"('20', '00')",False
629,"('20', '00')",2_,-2,"('20', '20')",False
630,"('20', '20')",0_,-2,"('00', '20')",False
631,"('00', '20')",_0,-2,"('00', '00')",False
632,"('00', '00')",2_,-2,"('20', '00')",False
633,"('20', '00')",2_,-2,"('20', '20')",False
634,"('20', '20')",0_,-2,"('00', '20')",False
635,"('00', '20')",_0,-2,"('00', '00')",False
636,"('00', '00')",_2,-10,"('02', '00')",False
637,"('02', '00')",_0,10,"('00', '02')",False
638,"('00', '02')",2_,-2,"('20', '00')",False
639,"('20', '00')",2_,-2,"('20', '20')",False
640,"('20', '20')",2_,-2,"('20', '20')",False
641,"('20', '20')",0_,-2,"('00', '20')",False
642,"('00', '20')",_0,-2,"('00', '00')",False
643,"('00', '00')",1_,-2,"('10', '00')",False
644,"('10', '00')",_0,-2,"('10', '10')",False
645,"('02', '02')",_0,10,"('00', '02')",True
646,"('10', '12')",0_,-2,"('00', '10')",False
647,"('00', '10')",2_,-2,"('20', '00')",False
648,"('20', '00')",2_,-2,"('20', '20')",False
649,"('20', '20')",0_,-2,"('00', '20')",False
650,"('00', '20')",_0,-2,"('00', '00')",False
651,"('00', '00')",1_,-2,"('10', '00')",False
652,"('10', '00')",_0,-2,"('10', '10')",False
653,"('10', '10')",0_,-2,"('00', '10')",False
654,"('00', '10')",0_,-2,"('00', '00')",False
655,"('00', '00')",1_,-2,"('10', '00')",False
656,"('10', '00')",_0,-2,"('10', '10')",False
657,"('10', '10')",2_,-2,"('20', '10')",False
658,"('20', '10')",0_,-2,"('00', '20')",False
659,"('00', '20')",2_,-2,"('20', '00')",False
660,"('20', '00')",2_,-2,"('20', '20')",False
661,"('20', '20')",_0,-2,"('20', '20')",False
662,"('20', '20')",0_,-2,"('00', '20')",False
663,"('00', '20')",2_,-2,"('20', '00')",False
664,"('20', '00')",2_,-2,"('20', '20')",False
665,"('20', '20')",1_,-2,"('10', '20')",False
666,"('02', '01')",_0,10,"('00', '02')",True
667,"('02', '22')",_0,-10,"('00', '02')",False
668,"('00', '02')",0_,-10,"('00', '00')",False
669,"('00', '00')",2_,-10,"('20', '00')",False
670,"('20', '00')",2_,-5,"('20', '20')",False
671,"('20', '20')",0_,-10,"('00', '20')",False
672,"('00', '20')",0_,10,"('00', '00')",False
673,"('00', '00')",0_,10,"('00', '00')",False
674,"('00', '00')",0_,10,"('00', '00')",False
675,"('00', '00')",0_,-5,"('00', '00')",False
676,"('00', '00')",0_,-2,"('00', '00')",False
677,"('00', '00')",0_,-2,"('00', '00')",False
678,"('00', '00')",_1,-10,"('01', '00')",False
679,"('01', '00')",_0,10,"('00', '01')",False
680,"('00', '01')",0_,-2,"('00', '00')",False
681,"('00', '00')",0_,-2,"('00', '00')",False
682,"('00', '00')",2_,-2,"('20', '00')",False
683,"('20', '00')",2_,-2,"('20', '20')",False
684,"('20', '20')",1_,-2,"('10', '20')",False
685,"('10', '20')",0_,-2,"('00', '10')",False
686,"('00', '10')",0_,-2,"('00', '00')",False
687,"('00', '20')",0_,-2,"('00', '00')",False
688,"('00', '00')",1_,-2,"('10', '00')",False
689,"('10', '00')",_0,-2,"('10', '10')",False
690,"('10', '10')",_0,-2,"('10', '10')",False
691,"('10', '10')",_0,-2,"('10', '10')",False
692,"('10', '10')",0_,-2,"('00', '10')",False
693,"('00', '10')",0_,-2,"('00', '00')",False
694,"('00', '00')",1_,-2,"('10', '00')",False
695,"('10', '00')",_0,-2,"('10', '10')",False
696,"('10', '10')",0_,-2,"('00', '10')",False
697,"('00', '10')",2_,-2,"('20', '00')",False
698,"('20', '00')",2_,-2,"('20', '20')",False
699,"('20', '20')",0_,-2,"('00', '20')",False
700,"('00', '20')",0_,-2,"('00', '00')",False
701,"('00', '00')",1_,-2,"('10', '00')",False
702,"('10', '00')",_0,-2,"('10', '10')",False
703,"('10', '10')",0_,-2,"('00', '10')",False
704,"('00', '10')",0_,-2,"('00', '00')",False
705,"('00', '00')",1_,-2,"('10', '00')",False
706,"('10', '00')",_0,-2,"('10', '10')",False
707,"('10', '00')",_0,-2,"('10', '10')",False
708,"('10', '10')",0_,5,"('00', '10')",False
709,"('00', '10')",0_,-2,"('00', '00')",False
710,"('00', '00')",1_,-2,"('10', '00')",False
711,"('10', '00')",_0,-2,"('10', '10')",False
712,"('10', '10')",0_,-2,"('00', '10')",False
713,"('00', '10')",0_,-2,"('00', '00')",False
714,"('00', '00')",0_,-2,"('00', '00')",False
715,"('00', '00')",1_,-2,"('10', '00')",False
716,"('10', '00')",_0,-2,"('10', '10')",False
717,"('10', '10')",0_,-2,"('00', '10')",False
718,"('00', '10')",2_,5,"('20', '00')",False
719,"('20', '00')",_2,-5,"('22', '20')",False
720,"('22', '20')",2_,-2,"('22', '22')",False
721,"('22', '22')",0_,-2,"('02', '22')",False
722,"('02', '22')",_0,10,"('00', '02')",False
723,"('00', '02')",0_,-2,"('00', '00')",False
724,"('00', '00')",1_,-2,"('10', '00')",False
725,"('10', '00')",_0,-2,"('10', '10')",False
726,"('10', '10')",0_,-2,"('00', '10')",False
727,"('10', '10')",0_,-2,"('00', '10')",False
728,"('00', '10')",0_,-2,"('00', '00')",False
729,"('00', '00')",1_,-2,"('10', '00')",False
730,"('10', '00')",_0,-2,"('10', '10')",False
731,"('10', '10')",0_,5,"('00', '10')",False
732,"('00', '10')",0_,-2,"('00', '00')",False
733,"('00', '00')",1_,-2,"('10', '00')",False
734,"('10', '00')",_0,-2,"('10', '10')",False
735,"('10', '10')",0_,-2,"('00', '10')",False
736,"('00', '10')",0_,-2,"('00', '00')",False
737,"('00', '00')",1_,-2,"('10', '00')",False
738,"('10', '00')",_0,-2,"('10', '10')",False
739,"('10', '10')",_0,-5,"('10', '10')",False
740,"('10', '10')",0_,-2,"('00', '10')",False
741,"('00', '10')",0_,-2,"('00', '00')",False
742,"('00', '00')",1_,-2,"('10', '00')",False
743,"('10', '00')",_0,-2,"('10', '10')",False
744,"('10', '10')",0_,-2,"('00', '10')",False
745,"('00', '10')",0_,-2,"('00', '00')",False
746,"('00', '00')",2_,-2,"('20', '00')",False
747,"('00', '01')",0_,5,"('00', '00')",False
748,"('00', '00')",1_,-2,"('10', '00')",False
749,"('10', '00')",_2,-2,"('12', '10')",False
750,"('12', '10')",0_,-2,"('02', '12')",False
751,"('02', '12')",_0,10,"('00', '02')",False
752,"('00', '02')",0_,-2,"('00', '00')",False
753,"('00', '00')",_0,-2,"('00', '00')",False
754,"('00', '00')",1_,-2,"('10', '00')",False
755,"('10', '00')",_0,-2,"('10', '10')",False
756,"('10', '10')",_0,-2,"('10', '10')",False
757,"('10', '10')",_0,-5,"('10', '10')",False
758,"('10', '10')",0_,-2,"('00', '10')",False
759,"('00', '10')",0_,-2,"('00', '00')",False
760,"('00', '00')",0_,-2,"('00', '00')",False
761,"('00', '00')",0_,-5,"('00', '00')",False
762,"('00', '00')",0_,-2,"('00', '00')",False
763,"('00', '00')",0_,-5,"('00', '00')",False
764,"('00', '00')",0_,-5,"('00', '00')",False
765,"('00', '00')",0_,-5,"('00', '00')",False
766,"('00', '00')",0_,-5,"('00', '00')",False
767,"('10', '12')",0_,-2,"('00', '10')",False
768,"('00', '10')",0_,-2,"('00', '00')",False
769,"('00', '00')",0_,-2,"('00', '00')",False
770,"('00', '00')",0_,-2,"('00', '00')",False
771,"('00', '00')",0_,-2,"('00', '00')",False
772,"('00', '00')",0_,-2,"('00', '00')",False
773,"('00', '00')",0_,-2,"('00', '00')",False
774,"('00', '00')",0_,-2,"('00', '00')",False
775,"('00', '00')",_1,-10,"('01', '00')",False
776,"('01', '00')",_0,10,"('00', '01')",False
777,"('00', '01')",0_,-2,"('00', '00')",False
778,"('00', '00')",0_,-2,"('00', '00')",False
779,"('00', '00')",0_,-2,"('00', '00')",False
780,"('00', '00')",0_,-2,"('00', '00')",False
781,"('00', '00')",0_,-2,"('00', '00')",False
782,"('00', '00')",0_,-2,"('00', '00')",False
783,"('00', '00')",0_,-2,"('00', '00')",False
784,"('00', '00')",2_,-2,"('20', '00')",False
785,"('20', '00')",_2,-2,"('22', '20')",False
786,"('22', '20')",0_,-2,"('02', '22')",False
787,"('21', '11')",0_,-2,"('01', '21')",False
788,"('01', '21')",_0,10,"('00', '01')",False
789,"('00', '01')",0_,-2,"('00', '00')",False
790,"('00', '00')",2_,-2,"('20', '00')",False
791,"('20', '00')",_2,-2,"('22', '20')",False
792,"('22', '20')",0_,-2,"('02', '22')",False
793,"('02', '22')",_0,10,"('00', '02')",True
794,"('01', '01')",_0,10,"('00', '01')",True
795,"('20', '21')",_0,-2,"('20', '20')",False
796,"('20', '20')",0_,5,"('00', '20')",False
797,"('00', '20')",_2,-10,"('02', '00')",False
798,"('02', '00')",_0,10,"('00', '02')",False
799,"('00', '02')",2_,-2,"('20', '00')",False
800,"('20', '00')",_2,-2,"('22', '20')",False
801,"('22', '20')",0_,-2,"('02', '22')",False
802,"('02', '22')",_0,10,"('00', '02')",False
803,"('00', '02')",2_,-2,"('20', '00')",False
804,"('20', '00')",_2,-2,"('22', '20')",False
805,"('22', '20')",0_,-2,"('02', '22')",False
806,"('02', '22')",_0,10,"('00', '02')",True
807,"('21', '22')",0_,-2,"('01', '21')",False
808,"('01', '21')",_0,10,"('00', '01')",False
809,"('00', '01')",2_,-2,"('20', '00')",False
810,"('20', '00')",_2,-2,"('22', '20')",False
811,"('22', '20')",0_,-2,"('02', '22')",False
812,"('02', '22')",_0,10,"('00', '02')",True
